year,match_id,match_date,stage,group_stage,knockout_stage,home_team,away_team,home_score,away_score,total_goals,stadium_name,city_name,country_name,host_country,is_host_match,extra_time,penalty_shootout,attendance,is_partial_edition
1966,M-1966-02,1966-07-12,Group Stage,1,0,West Germany,Switzerland,5,0,5,Hillsborough Stadium,Sheffield,England,England,0,0,0,36127.0,0
1966,M-1966-03,1966-07-12,Group Stage,1,0,Brazil,Bulgaria,2,0,2,Goodison Park,Liverpool,England,England,0,0,0,47308.0,0
1966,M-1966-04,1966-07-12,Group Stage,1,0,Soviet Union,North Korea,3,0,3,Ayresome Park,Middlesbrough,England,England,0,0,0,23006.0,0
1966,M-1966-05,1966-07-13,Group Stage,1,0,France,Mexico,1,1,2,Wembley Stadium,London,England,England,0,0,0,69237.0,0
1966,M-1966-06,1966-07-13,Group Stage,1,0,Argentina,Spain,2,1,3,Villa Park,Birmingham,England,England,0,0,0,42738.0,0
1966,M-1966-07,1966-07-13,Group Stage,1,0,Portugal,Hungary,3,1,4,Old Trafford,Manchester,England,England,0,0,0,29886.0,0
1966,M-1966-08,1966-07-13,Group Stage,1,0,Italy,Chile,2,0,2,Roker Park,Sunderland,England,England,0,0,0,27199.0,0
1966,M-1966-09,1966-07-15,Group Stage,1,0,Uruguay,France,2,1,3,White City Stadium,London,England,England,0,0,0,45662.0,0
1966,M-1966-10,1966-07-15,Group Stage,1,0,Spain,Switzerland,2,1,3,Hillsborough Stadium,Sheffield,England,England,0,0,0,32028.0,0
1966,M-1966-11,1966-07-15,Group Stage,1,0,Hungary,Brazil,3,1,4,Goodison Park,Liverpool,England,England,0,0,0,51387.0,0
1966,M-1966-12,1966-07-15,Group Stage,1,0,Chile,North Korea,1,1,2,Ayresome Park,Middlesbrough,England,England,0,0,0,,0
1966,M-1966-13,1966-07-16,Group Stage,1,0,Argentina,West Germany,0,0,0,Villa Park,Birmingham,England,England,0,0,0,,0
1966,M-1966-14,1966-07-16,Group Stage,1,0,Portugal,Bulgaria,3,0,3,Old Trafford,Manchester,England,England,0,0,0,25438.0,0
1966,M-1966-15,1966-07-16,Group Stage,1,0,Soviet Union,Italy,1,0,1,Roker Park,Sunderland,England,England,0,0,0,27793.0,0
1966,M-1966-16,1966-07-16,Group Stage,1,0,England,Mexico,2,0,2,Wembley Stadium,London,England,England,1,0,0,92570.0,0
1966,M-1966-17,1966-07-19,Group Stage,1,0,Mexico,Uruguay,0,0,0,Wembley Stadium,London,England,England,0,0,0,,0
1966,M-1966-18,1966-07-19,Group Stage,1,0,Argentina,Switzerland,2,0,2,Hillsborough Stadium,Sheffield,England,England,0,0,0,32127.0,0
1966,M-1966-19,1966-07-19,Group Stage,1,0,Portugal,Brazil,3,1,4,Goodison Park,Liverpool,England,England,0,0,0,58479.0,0
1966,M-1966-20,1966-07-19,Group Stage,1,0,North Korea,Italy,1,0,1,Ayresome Park,Middlesbrough,England,England,0,0,0,17829.0,0
1966,M-1966-21,1966-07-20,Group Stage,1,0,England,France,2,0,2,Wembley Stadium,London,England,England,1,0,0,98270.0,0
1966,M-1966-22,1966-07-20,Group Stage,1,0,West Germany,Spain,2,1,3,Villa Park,Birmingham,England,England,0,0,0,42187.0,0
1966,M-1966-23,1966-07-20,Group Stage,1,0,Hungary,Bulgaria,3,1,4,Old Trafford,Manchester,England,England,0,0,0,24129.0,0
1966,M-1966-24,1966-07-20,Group Stage,1,0,Soviet Union,Chile,2,1,3,Roker Park,Sunderland,England,England,0,0,0,16027.0,0
1966,M-1966-25,1966-07-23,Quarter-Finals,0,1,England,Argentina,1,0,1,Wembley Stadium,London,England,England,1,0,0,90584.0,0
1966,M-1966-26,1966-07-23,Quarter-Finals,0,1,Portugal,North Korea,5,3,8,Goodison Park,Liverpool,England,England,0,0,0,40248.0,0
1966,M-1966-27,1966-07-23,Quarter-Finals,0,1,Soviet Union,Hungary,2,1,3,Roker Park,Sunderland,England,England,0,0,0,26844.0,0
1966,M-1966-28,1966-07-23,Quarter-Finals,0,1,West Germany,Uruguay,4,0,4,Hillsborough Stadium,Sheffield,England,England,0,0,0,40007.0,0
1966,M-1966-29,1966-07-25,Semi-Finals,0,1,West Germany,Soviet Union,2,1,3,Goodison Park,Liverpool,England,England,0,0,0,38273.0,0
1966,M-1966-30,1966-07-26,Semi-Finals,0,1,England,Portugal,2,1,3,Wembley Stadium,London,England,England,1,0,0,94493.0,0
1966,M-1966-31,1966-07-28,Third-Place Match,0,1,Portugal,Soviet Union,2,1,3,Wembley Stadium,London,England,England,0,0,0,87696.0,0
1966,M-1966-32,1966-07-30,Final,0,1,England,West Germany,4,2,6,Wembley Stadium,London,England,England,1,1,0,96924.0,0
1970,M-1970-01,1970-05-31,Group Stage,1,0,Mexico,Soviet Union,0,0,0,Estadio Azteca,Mexico City,Mexico,Mexico,1,0,0,107160.0,0
1970,M-1970-02,1970-06-02,Group Stage,1,0,Uruguay,Israel,2,0,2,Estadio Cuauhtémoc,Puebla,Mexico,Mexico,0,0,0,20654.0,0
1970,M-1970-03,1970-06-02,Group Stage,1,0,England,Romania,1,0,1,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,50560.0,0
1970,M-1970-04,1970-06-02,Group Stage,1,0,Peru,Bulgaria,3,2,5,Estadio Nou Camp,León,Mexico,Mexico,0,0,0,13765.0,0
1970,M-1970-05,1970-06-03,Group Stage,1,0,Belgium,El Salvador,3,0,3,Estadio Azteca,Mexico City,Mexico,Mexico,0,0,0,92205.0,0
1970,M-1970-06,1970-06-03,Group Stage,1,0,Italy,Sweden,1,0,1,La Bombonera,Toluca,Mexico,Mexico,0,0,0,13433.0,0
1970,M-1970-07,1970-06-03,Group Stage,1,0,Brazil,Czechoslovakia,4,1,5,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,52897.0,0
1970,M-1970-08,1970-06-03,Group Stage,1,0,West Germany,Morocco,2,1,3,Estadio Nou Camp,León,Mexico,Mexico,0,0,0,12942.0,0
1970,M-1970-09,1970-06-06,Group Stage,1,0,Soviet Union,Belgium,4,1,5,Estadio Azteca,Mexico City,Mexico,Mexico,0,0,0,95261.0,0
1970,M-1970-10,1970-06-06,Group Stage,1,0,Uruguay,Italy,0,0,0,Estadio Cuauhtémoc,Puebla,Mexico,Mexico,0,0,0,29968.0,0
1970,M-1970-11,1970-06-06,Group Stage,1,0,Romania,Czechoslovakia,2,1,3,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,56818.0,0
1970,M-1970-12,1970-06-06,Group Stage,1,0,Peru,Morocco,3,0,3,Estadio Nou Camp,León,Mexico,Mexico,0,0,0,13537.0,0
1970,M-1970-13,1970-06-07,Group Stage,1,0,Mexico,El Salvador,4,0,4,Estadio Azteca,Mexico City,Mexico,Mexico,1,0,0,103058.0,0
1970,M-1970-14,1970-06-07,Group Stage,1,0,Sweden,Israel,1,1,2,La Bombonera,Toluca,Mexico,Mexico,0,0,0,9624.0,0
1970,M-1970-15,1970-06-07,Group Stage,1,0,Brazil,England,1,0,1,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,66843.0,0
1970,M-1970-16,1970-06-07,Group Stage,1,0,West Germany,Bulgaria,5,2,7,Estadio Nou Camp,León,Mexico,Mexico,0,0,0,12710.0,0
1970,M-1970-17,1970-06-10,Group Stage,1,0,Soviet Union,El Salvador,2,0,2,Estadio Azteca,Mexico City,Mexico,Mexico,0,0,0,89979.0,0
1970,M-1970-18,1970-06-10,Group Stage,1,0,Sweden,Uruguay,1,0,1,Estadio Cuauhtémoc,Puebla,Mexico,Mexico,0,0,0,18163.0,0
1970,M-1970-19,1970-06-10,Group Stage,1,0,Brazil,Romania,3,2,5,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,50804.0,0
1970,M-1970-20,1970-06-10,Group Stage,1,0,West Germany,Peru,3,1,4,Estadio Nou Camp,León,Mexico,Mexico,0,0,0,17875.0,0
1970,M-1970-21,1970-06-11,Group Stage,1,0,Mexico,Belgium,1,0,1,Estadio Azteca,Mexico City,Mexico,Mexico,1,0,0,108192.0,0
1970,M-1970-22,1970-06-11,Group Stage,1,0,Italy,Israel,0,0,0,La Bombonera,Toluca,Mexico,Mexico,0,0,0,9890.0,0
1970,M-1970-23,1970-06-11,Group Stage,1,0,England,Czechoslovakia,1,0,1,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,49292.0,0
1970,M-1970-24,1970-06-11,Group Stage,1,0,Bulgaria,Morocco,1,1,2,Estadio Nou Camp,León,Mexico,Mexico,0,0,0,12299.0,0
1970,M-1970-25,1970-06-14,Quarter-Finals,0,1,Brazil,Peru,4,2,6,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,54233.0,0
1970,M-1970-26,1970-06-14,Quarter-Finals,0,1,Italy,Mexico,4,1,5,La Bombonera,Toluca,Mexico,Mexico,1,0,0,26851.0,0
1970,M-1970-27,1970-06-14,Quarter-Finals,0,1,Soviet Union,Uruguay,0,1,1,Estadio Azteca,Mexico City,Mexico,Mexico,0,1,0,,0
1970,M-1970-28,1970-06-14,Quarter-Finals,0,1,West Germany,England,3,2,5,Estadio Nou Camp,León,Mexico,Mexico,0,1,0,23357.0,0
1970,M-1970-29,1970-06-17,Semi-Finals,0,1,Brazil,Uruguay,3,1,4,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,51261.0,0
1970,M-1970-30,1970-06-17,Semi-Finals,0,1,Italy,West Germany,4,3,7,Estadio Azteca,Mexico City,Mexico,Mexico,0,1,0,102444.0,0
1970,M-1970-31,1970-06-20,Third-Place Match,0,1,West Germany,Uruguay,1,0,1,Estadio Azteca,Mexico City,Mexico,Mexico,0,0,0,104403.0,0
1970,M-1970-32,1970-06-21,Final,0,1,Brazil,Italy,4,1,5,Estadio Azteca,Mexico City,Mexico,Mexico,0,0,0,107412.0,0
1974,M-1974-01,1974-06-13,Group Stage,1,0,Brazil,Yugoslavia,0,0,0,Waldstadion,Frankfurt,Germany,West Germany,0,0,0,62000.0,0
1974,M-1974-02,1974-06-14,Group Stage,1,0,West Germany,Chile,1,0,1,Olympiastadion,Berlin,Germany,West Germany,1,0,0,81100.0,0
1974,M-1974-03,1974-06-14,Group Stage,1,0,East Germany,Australia,2,0,2,Volksparkstadion,Hamburg,Germany,West Germany,0,0,0,17000.0,0
1974,M-1974-04,1974-06-14,Group Stage,1,0,Zaire,Scotland,0,2,2,Westfalenstadion,Dortmund,Germany,West Germany,0,0,0,27000.0,0
1974,M-1974-05,1974-06-15,Group Stage,1,0,Sweden,Bulgaria,0,0,0,Rheinstadion,Düsseldorf,Germany,West Germany,0,0,0,23800.0,0
1974,M-1974-06,1974-06-15,Group Stage,1,0,Uruguay,Netherlands,0,2,2,Niedersachsenstadion,Hanover,Germany,West Germany,0,0,0,55100.0,0
1974,M-1974-07,1974-06-15,Group Stage,1,0,Italy,Haiti,3,1,4,Olympiastadion,Munich,Germany,West Germany,0,0,0,53000.0,0
1974,M-1974-08,1974-06-15,Group Stage,1,0,Poland,Argentina,3,2,5,Neckarstadion,Stuttgart,Germany,West Germany,0,0,0,32700.0,0
1974,M-1974-09,1974-06-18,Group Stage,1,0,Australia,West Germany,0,3,3,Volksparkstadion,Hamburg,Germany,West Germany,1,0,0,53300.0,0
1974,M-1974-10,1974-06-18,Group Stage,1,0,Chile,East Germany,1,1,2,Olympiastadion,Berlin,Germany,West Germany,0,0,0,28300.0,0
1974,M-1974-11,1974-06-18,Group Stage,1,0,Scotland,Brazil,0,0,0,Waldstadion,Frankfurt,Germany,West Germany,0,0,0,62000.0,0
1974,M-1974-12,1974-06-18,Group Stage,1,0,Yugoslavia,Zaire,9,0,9,Parkstadion,Gelsenkirchen,Germany,West Germany,0,0,0,31700.0,0
1974,M-1974-13,1974-06-19,Group Stage,1,0,Bulgaria,Uruguay,1,1,2,Niedersachsenstadion,Hanover,Germany,West Germany,0,0,0,13400.0,0
1974,M-1974-14,1974-06-19,Group Stage,1,0,Netherlands,Sweden,0,0,0,Westfalenstadion,Dortmund,Germany,West Germany,0,0,0,53700.0,0
1974,M-1974-15,1974-06-19,Group Stage,1,0,Argentina,Italy,1,1,2,Neckarstadion,Stuttgart,Germany,West Germany,0,0,0,70100.0,0
1974,M-1974-16,1974-06-19,Group Stage,1,0,Haiti,Poland,0,7,7,Olympiastadion,Munich,Germany,West Germany,0,0,0,25300.0,0
1974,M-1974-17,1974-06-22,Group Stage,1,0,Australia,Chile,0,0,0,Olympiastadion,Berlin,Germany,West Germany,0,0,0,17400.0,0
1974,M-1974-18,1974-06-22,Group Stage,1,0,Scotland,Yugoslavia,1,1,2,Waldstadion,Frankfurt,Germany,West Germany,0,0,0,56000.0,0
1974,M-1974-19,1974-06-22,Group Stage,1,0,Zaire,Brazil,0,3,3,Parkstadion,Gelsenkirchen,Germany,West Germany,0,0,0,36200.0,0
1974,M-1974-20,1974-06-22,Group Stage,1,0,East Germany,West Germany,1,0,1,Volksparkstadion,Hamburg,Germany,West Germany,1,0,0,60200.0,0
1974,M-1974-21,1974-06-23,Group Stage,1,0,Bulgaria,Netherlands,1,4,5,Westfalenstadion,Dortmund,Germany,West Germany,0,0,0,53300.0,0
1974,M-1974-22,1974-06-23,Group Stage,1,0,Sweden,Uruguay,3,0,3,Rheinstadion,Düsseldorf,Germany,West Germany,0,0,0,28300.0,0
1974,M-1974-23,1974-06-23,Group Stage,1,0,Argentina,Haiti,4,1,5,Olympiastadion,Munich,Germany,West Germany,0,0,0,25900.0,0
1974,M-1974-24,1974-06-23,Group Stage,1,0,Poland,Italy,2,1,3,Neckarstadion,Stuttgart,Germany,West Germany,0,0,0,70100.0,0
1974,M-1974-25,1974-06-26,Second Group Stage,1,0,Yugoslavia,West Germany,0,2,2,Rheinstadion,Düsseldorf,Germany,West Germany,1,0,0,67385.0,0
1974,M-1974-26,1974-06-26,Second Group Stage,1,0,Brazil,East Germany,1,0,1,Niedersachsenstadion,Hanover,Germany,West Germany,0,0,0,59863.0,0
1974,M-1974-27,1974-06-26,Second Group Stage,1,0,Netherlands,Argentina,4,0,4,Parkstadion,Gelsenkirchen,Germany,West Germany,0,0,0,56548.0,0
1974,M-1974-28,1974-06-26,Second Group Stage,1,0,Sweden,Poland,0,1,1,Neckarstadion,Stuttgart,Germany,West Germany,0,0,0,44955.0,0
1974,M-1974-29,1974-06-30,Second Group Stage,1,0,Argentina,Brazil,1,2,3,Niedersachsenstadion,Hanover,Germany,West Germany,0,0,0,39400.0,0
1974,M-1974-30,1974-06-30,Second Group Stage,1,0,East Germany,Netherlands,0,2,2,Parkstadion,Gelsenkirchen,Germany,West Germany,0,0,0,68348.0,0
1974,M-1974-31,1974-06-30,Second Group Stage,1,0,Poland,Yugoslavia,2,1,3,Waldstadion,Frankfurt,Germany,West Germany,0,0,0,58000.0,0
1974,M-1974-32,1974-06-30,Second Group Stage,1,0,West Germany,Sweden,4,2,6,Rheinstadion,Düsseldorf,Germany,West Germany,1,0,0,67800.0,0
1974,M-1974-33,1974-07-03,Second Group Stage,1,0,Poland,West Germany,0,1,1,Waldstadion,Frankfurt,Germany,West Germany,1,0,0,62000.0,0
1974,M-1974-34,1974-07-03,Second Group Stage,1,0,Argentina,East Germany,1,1,2,Parkstadion,Gelsenkirchen,Germany,West Germany,0,0,0,54254.0,0
1974,M-1974-35,1974-07-03,Second Group Stage,1,0,Netherlands,Brazil,2,0,2,Westfalenstadion,Dortmund,Germany,West Germany,0,0,0,53700.0,0
1974,M-1974-36,1974-07-03,Second Group Stage,1,0,Sweden,Yugoslavia,2,1,3,Rheinstadion,Düsseldorf,Germany,West Germany,0,0,0,41300.0,0
1974,M-1974-37,1974-07-06,Third-Place Match,0,1,Brazil,Poland,0,1,1,Olympiastadion,Munich,Germany,West Germany,0,0,0,77100.0,0
1974,M-1974-38,1974-07-07,Final,0,1,Netherlands,West Germany,1,2,3,Olympiastadion,Munich,Germany,West Germany,1,0,0,78200.0,0
1978,M-1978-01,1978-06-01,Group Stage,1,0,West Germany,Poland,0,0,0,Estadio Monumental,Buenos Aires,Argentina,Argentina,0,0,0,67579.0,0
1978,M-1978-02,1978-06-02,Group Stage,1,0,Italy,France,2,1,3,Estadio José María Minella,Mar del Plata,Argentina,Argentina,0,0,0,42373.0,0
1978,M-1978-03,1978-06-02,Group Stage,1,0,Tunisia,Mexico,3,1,4,Estadio Gigante de Arroyito,Rosario,Argentina,Argentina,0,0,0,17396.0,0
1978,M-1978-04,1978-06-02,Group Stage,1,0,Argentina,Hungary,2,1,3,Estadio Monumental,Buenos Aires,Argentina,Argentina,1,0,0,71615.0,0
1978,M-1978-05,1978-06-03,Group Stage,1,0,Austria,Spain,2,1,3,Estadio José Amalfitani,Buenos Aires,Argentina,Argentina,0,0,0,40841.0,0
1978,M-1978-06,1978-06-03,Group Stage,1,0,Brazil,Sweden,1,1,2,Estadio José María Minella,Mar del Plata,Argentina,Argentina,0,0,0,,0
1978,M-1978-07,1978-06-03,Group Stage,1,0,Netherlands,Iran,3,0,3,Estadio Ciudad de Mendoza,Mendoza,Argentina,Argentina,0,0,0,33431.0,0
1978,M-1978-08,1978-06-03,Group Stage,1,0,Peru,Scotland,3,1,4,Estadio Chateau Carreras,Córdoba,Argentina,Argentina,0,0,0,37927.0,0
1978,M-1978-09,1978-06-06,Group Stage,1,0,Italy,Hungary,3,1,4,Estadio José María Minella,Mar del Plata,Argentina,Argentina,0,0,0,26533.0,0
1978,M-1978-10,1978-06-06,Group Stage,1,0,Poland,Tunisia,1,0,1,Estadio Gigante de Arroyito,Rosario,Argentina,Argentina,0,0,0,9624.0,0
1978,M-1978-11,1978-06-06,Group Stage,1,0,West Germany,Mexico,6,0,6,Estadio Chateau Carreras,Córdoba,Argentina,Argentina,0,0,0,35258.0,0
1978,M-1978-12,1978-06-06,Group Stage,1,0,Argentina,France,2,1,3,Estadio Monumental,Buenos Aires,Argentina,Argentina,1,0,0,71666.0,0
1978,M-1978-13,1978-06-07,Group Stage,1,0,Austria,Sweden,1,0,1,Estadio José Amalfitani,Buenos Aires,Argentina,Argentina,0,0,0,41424.0,0
1978,M-1978-14,1978-06-07,Group Stage,1,0,Brazil,Spain,0,0,0,Estadio José María Minella,Mar del Plata,Argentina,Argentina,0,0,0,34771.0,0
1978,M-1978-15,1978-06-07,Group Stage,1,0,Netherlands,Peru,0,0,0,Estadio Ciudad de Mendoza,Mendoza,Argentina,Argentina,0,0,0,28125.0,0
1978,M-1978-16,1978-06-07,Group Stage,1,0,Scotland,Iran,1,1,2,Estadio Chateau Carreras,Córdoba,Argentina,Argentina,0,0,0,7938.0,0
1978,M-1978-17,1978-06-10,Group Stage,1,0,France,Hungary,3,1,4,Estadio José María Minella,Mar del Plata,Argentina,Argentina,0,0,0,23127.0,0
1978,M-1978-18,1978-06-10,Group Stage,1,0,Poland,Mexico,3,1,4,Estadio Gigante de Arroyito,Rosario,Argentina,Argentina,0,0,0,22651.0,0
1978,M-1978-19,1978-06-10,Group Stage,1,0,West Germany,Tunisia,0,0,0,Estadio Chateau Carreras,Córdoba,Argentina,Argentina,0,0,0,30667.0,0
1978,M-1978-20,1978-06-10,Group Stage,1,0,Argentina,Italy,0,1,1,Estadio Monumental,Buenos Aires,Argentina,Argentina,1,0,0,,0
1978,M-1978-21,1978-06-11,Group Stage,1,0,Brazil,Austria,1,0,1,Estadio José María Minella,Mar del Plata,Argentina,Argentina,0,0,0,35221.0,0
1978,M-1978-22,1978-06-11,Group Stage,1,0,Spain,Sweden,1,0,1,Estadio José Amalfitani,Buenos Aires,Argentina,Argentina,0,0,0,42132.0,0
1978,M-1978-23,1978-06-11,Group Stage,1,0,Peru,Iran,4,1,5,Estadio Chateau Carreras,Córdoba,Argentina,Argentina,0,0,0,21262.0,0
1978,M-1978-24,1978-06-11,Group Stage,1,0,Scotland,Netherlands,3,2,5,Estadio Ciudad de Mendoza,Mendoza,Argentina,Argentina,0,0,0,35130.0,0
1978,M-1978-25,1978-06-14,Second Group Stage,1,0,Austria,Netherlands,1,5,6,Estadio Chateau Carreras,Córdoba,Argentina,Argentina,0,0,0,,0
1978,M-1978-26,1978-06-14,Second Group Stage,1,0,Italy,West Germany,0,0,0,Estadio Monumental,Buenos Aires,Argentina,Argentina,0,0,0,,0
1978,M-1978-27,1978-06-14,Second Group Stage,1,0,Brazil,Peru,3,0,3,Estadio Ciudad de Mendoza,Mendoza,Argentina,Argentina,0,0,0,31278.0,0
1978,M-1978-28,1978-06-14,Second Group Stage,1,0,Argentina,Poland,2,0,2,Estadio Gigante de Arroyito,Rosario,Argentina,Argentina,1,0,0,37091.0,0
1978,M-1978-29,1978-06-18,Second Group Stage,1,0,Peru,Poland,0,1,1,Estadio Ciudad de Mendoza,Mendoza,Argentina,Argentina,0,0,0,,0
1978,M-1978-30,1978-06-18,Second Group Stage,1,0,Italy,Austria,1,0,1,Estadio Monumental,Buenos Aires,Argentina,Argentina,0,0,0,66695.0,0
1978,M-1978-31,1978-06-18,Second Group Stage,1,0,Netherlands,West Germany,2,2,4,Estadio Chateau Carreras,Córdoba,Argentina,Argentina,0,0,0,,0
1978,M-1978-32,1978-06-18,Second Group Stage,1,0,Argentina,Brazil,0,0,0,Estadio Gigante de Arroyito,Rosario,Argentina,Argentina,1,0,0,37326.0,0
1978,M-1978-33,1978-06-21,Second Group Stage,1,0,Austria,West Germany,3,2,5,Estadio Chateau Carreras,Córdoba,Argentina,Argentina,0,0,0,38318.0,0
1978,M-1978-34,1978-06-21,Second Group Stage,1,0,Italy,Netherlands,1,2,3,Estadio Monumental,Buenos Aires,Argentina,Argentina,0,0,0,,0
1978,M-1978-35,1978-06-21,Second Group Stage,1,0,Brazil,Poland,3,1,4,Estadio Ciudad de Mendoza,Mendoza,Argentina,Argentina,0,0,0,39586.0,0
1978,M-1978-36,1978-06-21,Second Group Stage,1,0,Argentina,Peru,6,0,6,Estadio Gigante de Arroyito,Rosario,Argentina,Argentina,1,0,0,37315.0,0
1978,M-1978-37,1978-06-24,Third-Place Match,0,1,Brazil,Italy,2,1,3,Estadio Monumental,Buenos Aires,Argentina,Argentina,0,0,0,69659.0,0
1978,M-1978-38,1978-06-25,Final,0,1,Argentina,Netherlands,3,1,4,Estadio Monumental,Buenos Aires,Argentina,Argentina,1,1,0,71483.0,0
1982,M-1982-01,1982-06-13,Group Stage,1,0,Argentina,Belgium,0,1,1,Camp Nou,Barcelona,Spain,Spain,0,0,0,95000.0,0
1982,M-1982-02,1982-06-14,Group Stage,1,0,Italy,Poland,0,0,0,Balaídos,Vigo,Spain,Spain,0,0,0,33000.0,0
1982,M-1982-03,1982-06-14,Group Stage,1,0,Brazil,Soviet Union,2,1,3,Estadio Ramón Sánchez Pizjuán,Seville,Spain,Spain,0,0,0,68000.0,0
1982,M-1982-04,1982-06-15,Group Stage,1,0,Peru,Cameroon,0,0,0,Estadio Riazor,A Coruña,Spain,Spain,0,0,0,11000.0,0
1982,M-1982-05,1982-06-15,Group Stage,1,0,Hungary,El Salvador,10,1,11,Nuevo Estadio,Elche,Spain,Spain,0,0,0,23000.0,0
1982,M-1982-06,1982-06-15,Group Stage,1,0,Scotland,New Zealand,5,2,7,Estadio La Rosaleda,Málaga,Spain,Spain,0,0,0,36000.0,0
1982,M-1982-07,1982-06-16,Group Stage,1,0,West Germany,Algeria,1,2,3,Estadio El Molinón,Gijón,Spain,Spain,0,0,0,42000.0,0
1982,M-1982-08,1982-06-16,Group Stage,1,0,England,France,3,1,4,Estadio San Mamés,Bilbao,Spain,Spain,0,0,0,44172.0,0
1982,M-1982-09,1982-06-16,Group Stage,1,0,Spain,Honduras,1,1,2,Estadio Luis Casanova,Valencia,Spain,Spain,1,0,0,49562.0,0
1982,M-1982-10,1982-06-17,Group Stage,1,0,Chile,Austria,0,1,1,Estadio Carlos Tartiere,Oviedo,Spain,Spain,0,0,0,22500.0,0
1982,M-1982-11,1982-06-17,Group Stage,1,0,Czechoslovakia,Kuwait,1,1,2,Estadio José Zorrilla,Valladolid,Spain,Spain,0,0,0,25000.0,0
1982,M-1982-12,1982-06-17,Group Stage,1,0,Yugoslavia,Northern Ireland,0,0,0,Estadio La Romareda,Zaragoza,Spain,Spain,0,0,0,25000.0,0
1982,M-1982-13,1982-06-18,Group Stage,1,0,Italy,Peru,1,1,2,Balaídos,Vigo,Spain,Spain,0,0,0,25000.0,0
1982,M-1982-14,1982-06-18,Group Stage,1,0,Argentina,Hungary,4,1,5,Estadio José Rico Pérez,Alicante,Spain,Spain,0,0,0,32093.0,0
1982,M-1982-15,1982-06-18,Group Stage,1,0,Brazil,Scotland,4,1,5,Estadio Benito Villamarín,Seville,Spain,Spain,0,0,0,47379.0,0
1982,M-1982-16,1982-06-19,Group Stage,1,0,Poland,Cameroon,0,0,0,Estadio Riazor,A Coruña,Spain,Spain,0,0,0,19000.0,0
1982,M-1982-17,1982-06-19,Group Stage,1,0,Belgium,El Salvador,1,0,1,Nuevo Estadio,Elche,Spain,Spain,0,0,0,15000.0,0
1982,M-1982-18,1982-06-19,Group Stage,1,0,Soviet Union,New Zealand,3,0,3,Estadio La Rosaleda,Málaga,Spain,Spain,0,0,0,19000.0,0
1982,M-1982-19,1982-06-20,Group Stage,1,0,West Germany,Chile,4,1,5,Estadio El Molinón,Gijón,Spain,Spain,0,0,0,42000.0,0
1982,M-1982-20,1982-06-20,Group Stage,1,0,England,Czechoslovakia,2,0,2,Estadio San Mamés,Bilbao,Spain,Spain,0,0,0,41123.0,0
1982,M-1982-21,1982-06-20,Group Stage,1,0,Spain,Yugoslavia,2,1,3,Estadio Luis Casanova,Valencia,Spain,Spain,1,0,0,48000.0,0
1982,M-1982-22,1982-06-21,Group Stage,1,0,Algeria,Austria,0,2,2,Estadio Carlos Tartiere,Oviedo,Spain,Spain,0,0,0,22000.0,0
1982,M-1982-23,1982-06-21,Group Stage,1,0,France,Kuwait,4,1,5,Estadio José Zorrilla,Valladolid,Spain,Spain,0,0,0,30043.0,0
1982,M-1982-24,1982-06-21,Group Stage,1,0,Honduras,Northern Ireland,1,1,2,Estadio La Romareda,Zaragoza,Spain,Spain,0,0,0,15000.0,0
1982,M-1982-25,1982-06-22,Group Stage,1,0,Poland,Peru,5,1,6,Estadio Riazor,A Coruña,Spain,Spain,0,0,0,25000.0,0
1982,M-1982-26,1982-06-22,Group Stage,1,0,Belgium,Hungary,1,1,2,Nuevo Estadio,Elche,Spain,Spain,0,0,0,37000.0,0
1982,M-1982-27,1982-06-22,Group Stage,1,0,Soviet Union,Scotland,2,2,4,Estadio La Rosaleda,Málaga,Spain,Spain,0,0,0,45000.0,0
1982,M-1982-28,1982-06-23,Group Stage,1,0,Italy,Cameroon,1,1,2,Balaídos,Vigo,Spain,Spain,0,0,0,20000.0,0
1982,M-1982-29,1982-06-23,Group Stage,1,0,Argentina,El Salvador,2,0,2,Estadio José Rico Pérez,Alicante,Spain,Spain,0,0,0,32500.0,0
1982,M-1982-30,1982-06-23,Group Stage,1,0,Brazil,New Zealand,4,0,4,Estadio Benito Villamarín,Seville,Spain,Spain,0,0,0,43000.0,0
1982,M-1982-31,1982-06-24,Group Stage,1,0,Algeria,Chile,3,2,5,Estadio Carlos Tartiere,Oviedo,Spain,Spain,0,0,0,16000.0,0
1982,M-1982-32,1982-06-24,Group Stage,1,0,France,Czechoslovakia,1,1,2,Estadio José Zorrilla,Valladolid,Spain,Spain,0,0,0,28000.0,0
1982,M-1982-33,1982-06-24,Group Stage,1,0,Honduras,Yugoslavia,0,1,1,Estadio La Romareda,Zaragoza,Spain,Spain,0,0,0,25000.0,0
1982,M-1982-34,1982-06-25,Group Stage,1,0,West Germany,Austria,1,0,1,Estadio El Molinón,Gijón,Spain,Spain,0,0,0,41000.0,0
